male,age,education,unemployed,ideology,left2012,left2016,eco_issue,imm_issue,iv_immigration,iv_economy,right2012,right2016
1,29,9,0,9,NA,0,0,0,0.75,1,NA,1
1,26,13,0,6,1,0,0,0,1,0.5,0,1
1,23,9,0,5,NA,NA,0,0,0.5,1,NA,NA
1,58,9,0,7,0,NA,1,0,0.75,1,1,NA
0,38,9,0,5,1,NA,0,0,0.5,0.5,0,NA
1,60,14,0,9,0,0,1,0,0.5,0.5,1,1
1,58,5,0,8,1,1,0,0,0.5,1,0,0
0,56,9,0,6,0,0,0,0,0.75,1,1,1
1,45,9,0,6,0,NA,1,0,1,1,1,NA
0,30,10,0,5,NA,NA,0,0,0.5,0.5,NA,NA
1,30,13,0,6,NA,NA,1,0,0.5,0.5,NA,NA
1,67,12,0,7,1,0,0,1,1,1,0,1
0,62,14,0,4,1,1,0,0,0.25,0.5,0,0
1,51,9,0,5,NA,NA,0,0,0.75,1,NA,NA
1,46,14,0,3,1,1,1,0,0.25,0.5,0,0
1,70,13,0,8,0,0,1,0,0.5,0,1,1
0,30,14,0,3,1,1,0,0,0.25,0,0,0
0,67,10,0,6,1,NA,0,0,0.5,1,0,NA
0,66,9,0,7,0,NA,0,0,1,1,1,NA
0,32,12,0,6,0,0,0,1,0.75,1,1,1
0,56,10,0,5,NA,1,0,0,0.5,1,NA,0
0,65,14,0,6,1,0,0,0,0.75,1,0,1
1,61,8,0,10,0,0,0,0,0.5,0.5,1,1
1,34,7,0,5,NA,NA,0,0,0.75,1,NA,NA
0,68,13,0,NA,NA,NA,0,0,1,0.5,NA,NA
0,25,9,0,5,NA,NA,0,0,0.75,1,NA,NA
1,73,14,0,0,1,1,0,0,0.75,1,0,0
0,67,9,0,7,0,NA,0,0,1,1,1,NA
0,35,14,0,5,1,NA,1,0,0.5,1,0,NA
0,73,10,0,8,0,0,1,0,0.5,1,1,1
1,69,13,0,8,0,0,0,0,1,1,1,1
0,41,13,0,5,1,NA,0,0,0.5,1,0,NA
1,67,16,0,2,1,1,1,0,0.25,0.5,0,0
1,54,11,0,7,0,0,0,0,1,1,1,1
1,48,4,0,7,NA,NA,0,0,0.75,0.5,NA,NA
0,26,10,0,4,1,1,0,0,0,1,0,0
0,NA,8,0,8,0,NA,0,0,1,NA,1,NA
0,25,11,0,5,0,0,1,0,1,0,1,1
0,46,13,0,10,1,1,0,0,0,1,0,0
1,59,11,0,9,0,0,0,0,1,1,1,1
0,39,12,0,NA,0,0,0,0,0.75,1,1,1
0,52,13,0,3,1,1,0,0,0,1,0,0
0,29,13,0,5,NA,NA,1,0,0.5,1,NA,NA
1,46,11,0,6,1,0,0,0,1,1,0,1
1,45,NA,0,1,1,NA,0,0,0.5,1,0,NA
0,61,14,0,6,1,1,0,0,1,1,0,0
1,55,11,0,8,0,0,0,0,0.5,1,1,1
0,35,16,0,2,1,1,0,0,0.5,0.5,0,0
0,24,12,0,NA,1,NA,0,0,0.5,1,0,NA
0,85,2,0,7,NA,1,0,0,0.5,0.5,NA,0
1,61,13,0,9,NA,1,0,0,1,1,NA,0
0,52,13,0,3,1,1,0,0,0.5,1,0,0
1,56,9,0,NA,NA,NA,1,0,0.5,1,NA,NA
1,68,10,0,4,1,1,1,0,0.5,1,0,0
0,76,10,0,6,1,1,0,0,0.5,1,0,0
1,31,13,0,5,NA,0,1,0,0.5,0.5,NA,1
0,19,13,0,7,0,0,0,0,0.5,0.5,1,1
1,57,14,0,2,1,NA,0,0,0.5,1,0,NA
0,27,9,0,10,NA,NA,0,0,0.5,1,NA,NA
0,32,9,0,6,NA,NA,0,0,1,1,NA,NA
1,45,12,0,1,1,NA,0,0,0.25,1,0,NA
0,50,7,0,10,NA,1,0,0,0.5,0.5,NA,0
0,68,14,0,7,1,1,0,0,1,1,0,0
1,60,10,0,4,1,1,0,0,0.5,1,0,0
0,36,13,0,10,1,1,0,0,0.25,1,0,0
0,27,7,0,7,NA,1,0,0,0.25,1,NA,0
1,NA,9,0,7,NA,NA,1,0,0.5,1,NA,NA
0,46,10,0,7,NA,0,1,0,1,0.5,NA,1
1,35,10,0,5,NA,1,0,0,0.5,0,NA,0
0,44,9,0,NA,NA,NA,0,0,0.75,1,NA,NA
0,78,9,0,8,1,1,0,0,0.5,1,0,0
0,65,12,0,8,1,1,0,0,0.75,0.5,0,0
1,55,9,0,3,1,1,0,0,0.5,1,0,0
0,69,13,0,8,1,1,0,0,0,1,0,0
1,55,13,0,4,1,1,0,0,0.75,0.5,0,0
1,31,13,0,3,NA,NA,0,0,0.75,1,NA,NA
1,68,14,0,3,1,1,1,0,0.5,1,0,0
1,42,16,0,5,NA,0,0,0,1,0.5,NA,1
0,82,9,0,7,0,0,1,0,1,1,1,1
0,42,12,0,0,NA,NA,0,0,0.5,1,NA,NA
1,30,10,0,1,1,1,0,0,0.75,0.5,0,0
0,23,13,0,6,0,0,0,0,0.5,1,1,1
1,51,9,0,6,NA,1,0,0,0.75,0.5,NA,0
0,66,14,0,5,NA,NA,0,0,0.75,0.5,NA,NA
0,29,12,0,7,0,0,0,0,0.5,1,1,1
0,36,13,0,3,1,1,0,0,0.5,0.5,0,0
0,47,13,0,4,1,1,0,0,0.5,1,0,0
1,61,9,0,5,0,1,1,0,0.5,1,1,0
0,26,13,0,2,1,1,0,0,0.5,0.5,0,0
1,88,8,0,NA,NA,NA,0,0,1,0.5,NA,NA
0,83,3,1,10,1,0,0,0,0.5,0,0,1
1,51,13,0,4,NA,NA,0,0,0.5,1,NA,NA
1,36,9,0,4,NA,1,0,0,0.5,0.5,NA,0
0,68,11,0,4,0,1,0,0,0,NA,1,0
1,23,9,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,34,10,0,5,NA,NA,0,0,1,1,NA,NA
0,58,10,1,5,1,0,0,0,0.75,1,0,1
1,69,13,0,7,0,0,1,0,0.75,1,1,1
1,19,10,0,5,NA,NA,0,0,0.5,1,NA,NA
1,30,9,1,5,1,1,0,0,0.5,0.5,0,0
0,75,9,0,5,1,0,0,1,0,1,0,1
1,50,9,0,5,0,0,0,0,1,1,1,1
1,54,13,0,8,1,1,1,0,0.5,1,0,0
0,38,9,0,5,NA,NA,1,0,0.5,1,NA,NA
0,27,10,0,5,NA,0,0,0,1,1,NA,1
0,69,11,0,6,NA,0,0,0,0.5,1,NA,1
0,33,9,0,5,0,NA,0,0,0.75,1,1,NA
1,26,9,0,8,NA,NA,1,0,0.75,0.5,NA,NA
0,34,12,0,4,NA,NA,0,0,0.25,0,NA,NA
0,33,13,0,4,1,1,0,0,0.25,0.5,0,0
1,57,10,0,5,0,0,0,0,0.75,0.5,1,1
1,27,11,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,38,9,0,8,0,0,0,0,1,1,1,1
1,81,9,0,8,NA,1,0,0,1,1,NA,0
0,51,NA,0,4,0,NA,0,0,0.5,1,1,NA
0,75,9,0,NA,1,1,0,0,0.5,1,0,0
0,74,11,0,10,0,0,1,0,1,1,1,1
1,43,13,0,5,1,1,1,0,0.5,1,0,0
1,58,13,0,4,NA,1,1,0,0.5,1,NA,0
0,36,13,1,0,1,NA,0,0,0.5,1,0,NA
0,23,13,0,6,0,NA,0,0,0.75,1,1,NA
0,88,10,0,10,0,NA,0,0,0.75,0.5,1,NA
0,57,9,0,7,0,0,0,0,1,1,1,1
0,59,14,0,1,1,1,0,0,0.5,0.5,0,0
0,86,14,0,10,0,NA,1,0,0.25,0.5,1,NA
0,84,10,0,5,NA,0,0,0,1,1,NA,1
1,60,7,0,7,NA,NA,0,0,0.75,1,NA,NA
1,45,13,0,2,1,1,0,0,0.5,0.5,0,0
0,72,13,0,9,1,1,0,0,0.5,0.5,0,0
1,36,13,0,4,1,1,0,0,0.5,1,0,0
1,86,4,0,10,1,1,0,0,0.5,1,0,0
0,55,13,0,2,1,1,0,0,0.5,1,0,0
0,50,10,0,NA,1,NA,1,0,1,1,0,NA
1,68,9,0,NA,1,1,0,0,0.5,1,0,0
1,69,13,0,3,1,1,1,0,0.5,1,0,0
0,62,10,0,7,1,0,0,0,0.75,1,0,1
1,42,11,0,6,NA,NA,1,0,1,1,NA,NA
0,42,10,0,5,1,0,0,0,0.75,1,0,1
1,25,11,0,6,0,NA,0,0,1,1,1,NA
1,55,11,0,8,0,0,0,0,1,1,1,1
0,76,14,0,5,1,1,1,0,0.25,0.5,0,0
0,31,13,0,0,1,1,0,0,0,1,0,0
1,35,13,0,3,1,1,0,0,0.5,0.5,0,0
1,25,9,0,10,1,1,0,0,1,0.5,0,0
0,34,9,0,7,0,NA,0,0,0.5,1,1,NA
0,38,10,1,5,0,0,0,0,0.75,1,1,1
0,73,13,0,10,0,0,0,0,0.5,0.5,1,1
0,52,14,0,4,1,1,0,0,0.5,1,0,0
0,65,10,0,NA,1,1,1,0,0.75,1,0,0
0,45,13,0,5,0,0,1,0,0.75,1,1,1
1,59,12,0,6,NA,0,0,1,1,1,NA,1
1,25,10,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,37,14,0,2,1,1,0,0,0.5,1,0,0
0,66,9,0,6,1,1,0,0,0.5,1,0,0
1,74,13,0,10,0,0,0,0,0.5,0.5,1,1
0,57,9,0,9,1,1,0,0,0.25,1,0,0
1,24,12,0,5,NA,0,0,0,0.75,1,NA,1
1,23,10,0,NA,1,NA,0,0,0.5,0.5,0,NA
1,43,13,0,6,1,0,1,0,0.5,0.5,0,1
0,58,13,0,5,NA,0,0,0,0.75,1,NA,1
0,42,9,1,10,1,NA,0,0,0,1,0,NA
0,57,10,0,5,NA,1,0,0,0.5,1,NA,0
0,30,4,0,NA,1,1,0,0,0.5,1,0,0
0,87,9,0,10,1,0,1,0,1,1,0,1
1,56,12,0,7,0,0,1,0,0.75,0.5,1,1
1,23,12,0,7,0,NA,0,0,1,1,1,NA
1,71,12,0,6,0,NA,1,0,0.5,0.5,1,NA
0,19,9,0,1,NA,1,0,0,0.25,1,NA,0
1,44,9,0,7,0,NA,0,0,1,1,1,NA
0,21,11,0,5,NA,NA,0,0,0.25,0.5,NA,NA
1,67,10,0,7,NA,NA,0,1,0.75,1,NA,NA
0,23,7,1,5,1,NA,0,0,0.75,0,0,NA
0,41,13,0,3,1,NA,0,0,0.75,1,0,NA
0,78,7,0,10,0,0,0,0,1,0.5,1,1
0,74,13,0,10,NA,NA,0,1,1,0,NA,NA
1,53,13,0,6,NA,NA,1,0,1,0.5,NA,NA
1,63,12,0,10,0,0,0,0,0.5,0.5,1,1
0,65,11,0,9,0,0,1,0,1,0.5,1,1
0,64,13,0,5,0,0,0,0,0.5,1,1,1
1,24,14,0,7,0,1,1,0,0.5,0,1,0
1,50,9,0,NA,1,1,1,0,0.5,1,0,0
0,23,9,0,5,1,NA,0,0,0.75,1,0,NA
1,25,13,0,2,1,NA,0,0,0.25,1,0,NA
0,44,13,0,5,0,NA,0,0,0.75,1,1,NA
0,76,14,0,1,1,1,0,0,0.25,1,0,0
1,68,14,0,6,0,NA,1,0,0.5,1,1,NA
0,21,10,0,7,NA,NA,0,0,0.75,0,NA,NA
0,67,11,0,5,0,NA,1,0,0.5,0.5,1,NA
0,68,9,0,9,0,0,0,1,0.75,0.5,1,1
1,61,10,0,7,0,0,1,0,0.5,1,1,1
1,25,13,0,1,1,1,1,0,0,1,0,0
1,67,12,0,6,1,0,0,1,1,1,0,1
0,68,14,0,6,0,0,1,0,0.75,1,1,1
1,32,9,0,6,NA,NA,0,0,0.5,0.5,NA,NA
1,62,11,0,8,0,0,0,0,0.75,1,1,1
0,69,14,0,8,0,0,0,0,0.5,0.5,1,1
1,85,14,0,7,0,0,0,1,0.5,1,1,1
1,26,13,0,5,NA,1,0,0,1,1,NA,0
1,38,9,0,6,NA,NA,0,0,0.75,1,NA,NA
0,50,13,0,7,1,1,0,0,1,1,0,0
0,54,14,0,2,1,1,0,0,0.5,0.5,0,0
0,NA,11,0,10,1,1,1,0,0.5,1,0,0
1,45,14,0,5,0,NA,0,0,0.75,0.5,1,NA
0,60,13,0,5,0,1,0,0,0.5,0.5,1,0
0,70,10,0,10,0,0,0,1,1,1,1,1
0,57,14,0,10,0,0,0,0,1,0,1,1
0,59,8,0,NA,NA,0,0,0,0.5,1,NA,1
0,76,10,0,8,1,1,1,0,0.5,1,0,0
1,61,9,0,3,1,NA,0,0,0.75,1,0,NA
1,20,10,0,5,NA,1,0,0,0.75,1,NA,0
0,62,9,0,6,0,0,0,0,0.5,1,1,1
0,40,12,0,5,0,1,0,0,0.5,1,1,0
1,24,13,0,7,1,1,0,0,0.5,1,0,0
1,24,10,0,2,NA,1,0,0,0.25,1,NA,0
1,61,9,0,5,0,0,0,1,0.75,1,1,1
1,51,14,0,5,1,1,1,0,0.75,1,0,0
0,30,13,0,6,1,NA,0,0,0.75,0.5,0,NA
1,60,11,0,5,1,NA,0,0,0.5,1,0,NA
0,63,10,0,5,1,1,1,0,0.75,1,0,0
1,63,13,0,6,NA,NA,0,0,0.75,1,NA,NA
0,25,13,0,1,1,1,0,0,0,1,0,0
0,72,13,1,5,1,0,0,0,1,1,0,1
0,60,14,0,5,1,1,0,0,0,1,0,0
1,62,9,0,8,0,0,0,0,0.5,1,1,1
0,49,10,0,8,0,NA,1,0,0.75,1,1,NA
1,80,9,0,9,0,0,0,0,1,0.5,1,1
0,84,7,0,5,0,1,0,0,1,1,1,0
1,22,9,0,5,NA,0,0,0,0.75,0.5,NA,1
0,26,12,0,6,1,1,0,0,0.5,0,0,0
0,64,5,0,5,NA,NA,0,0,0.75,1,NA,NA
0,23,9,0,7,NA,NA,0,0,0.5,1,NA,NA
1,38,9,0,8,0,0,0,0,0,1,1,1
0,77,13,0,9,NA,0,0,1,0.25,0.5,NA,1
0,19,10,0,NA,NA,1,0,0,0.5,1,NA,0
0,90,9,0,2,1,1,0,0,0.25,1,0,0
0,31,10,0,4,NA,NA,0,0,0.5,0.5,NA,NA
0,59,12,0,NA,0,0,0,0,0.75,1,1,1
1,45,7,0,8,NA,NA,0,0,1,1,NA,NA
0,66,13,0,6,NA,1,1,0,0.5,0.5,NA,0
1,23,10,0,7,NA,0,0,0,0.5,0.5,NA,1
0,26,14,0,5,1,1,0,0,0.25,1,0,0
1,59,9,0,8,0,0,0,0,0.5,0.5,1,1
0,63,13,0,4,0,0,1,0,0.5,0.5,1,1
1,77,6,0,NA,1,0,0,0,0.5,1,0,1
1,28,9,0,10,NA,NA,0,0,0.75,0.5,NA,NA
1,27,13,0,7,NA,NA,0,0,0.5,0,NA,NA
0,20,9,0,5,NA,0,1,0,1,0.5,NA,1
1,50,12,0,4,1,NA,0,0,0.5,1,0,NA
0,71,9,0,7,1,0,0,0,1,1,0,1
0,90,4,0,9,NA,NA,0,0,0.75,1,NA,NA
0,34,9,0,9,1,1,0,0,0.75,1,0,0
0,49,9,0,8,NA,NA,0,0,0.75,1,NA,NA
1,27,10,0,4,NA,NA,0,0,0.5,1,NA,NA
1,48,11,0,8,NA,NA,0,0,1,1,NA,NA
1,49,9,0,4,NA,NA,0,0,0,1,NA,NA
1,24,9,0,7,NA,1,0,0,0.25,1,NA,0
1,56,3,0,5,1,1,0,0,0.5,1,0,0
1,78,9,0,6,1,1,0,0,0.25,1,0,0
1,24,10,0,6,1,0,0,0,0.25,1,0,1
0,63,11,0,5,NA,0,0,0,1,1,NA,1
1,71,13,0,6,1,1,1,0,0.5,1,0,0
1,44,10,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,21,9,0,5,NA,NA,0,1,0,1,NA,NA
1,21,9,0,0,0,NA,0,0,1,1,1,NA
0,29,13,0,5,NA,NA,0,0,0.25,1,NA,NA
1,76,6,0,7,NA,1,0,0,0.75,1,NA,0
0,42,13,0,6,NA,0,0,0,1,1,NA,1
0,24,8,1,10,NA,1,0,0,0.5,1,NA,0
1,74,10,0,8,NA,NA,0,0,1,0.5,NA,NA
0,76,9,0,10,0,NA,0,0,1,1,1,NA
0,60,13,0,9,0,0,0,0,1,0.5,1,1
0,30,14,0,5,NA,1,0,0,0.5,1,NA,0
0,61,12,0,10,NA,0,0,0,0.5,1,NA,1
0,48,13,0,5,0,1,0,0,0.5,0.5,1,0
0,50,13,0,5,NA,1,0,0,0.5,0.5,NA,0
0,36,9,0,NA,1,1,0,0,1,1,0,0
1,58,14,0,7,1,1,1,0,0.5,1,0,0
1,30,14,0,4,1,1,0,0,0.25,0,0,0
0,52,13,0,3,1,1,0,0,0.25,1,0,0
1,54,14,0,9,0,NA,0,0,0.5,0.5,1,NA
1,70,13,0,10,0,0,0,0,1,1,1,1
0,81,12,0,5,0,0,0,0,1,1,1,1
1,41,11,0,6,0,0,0,0,1,1,1,1
1,23,13,0,4,1,1,0,0,0,0.5,0,0
1,46,10,0,8,NA,0,0,0,1,1,NA,1
0,72,11,0,6,1,1,0,0,0.75,1,0,0
0,59,9,0,9,1,1,0,0,0.75,1,0,0
0,57,7,0,7,NA,NA,0,0,0.5,1,NA,NA
1,35,12,0,3,1,NA,0,0,0.25,0.5,0,NA
0,40,13,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,55,13,0,4,1,1,0,0,0.5,1,0,0
0,79,14,0,5,NA,NA,1,0,0.25,1,NA,NA
1,28,12,0,5,1,NA,0,0,0.5,1,0,NA
1,NA,11,0,5,1,1,0,1,1,1,0,0
1,35,12,0,5,NA,NA,0,0,0.5,1,NA,NA
0,58,14,0,3,1,1,0,0,0.25,1,0,0
0,60,11,0,10,0,0,1,0,1,1,1,1
0,57,13,0,9,0,0,0,1,1,1,1,1
1,87,10,0,8,0,0,0,1,0.5,1,1,1
0,47,9,0,10,1,NA,0,0,1,0,0,NA
0,59,13,0,6,1,1,0,0,0.75,1,0,0
1,84,12,0,5,NA,NA,0,0,1,1,NA,NA
1,50,13,0,5,1,0,0,0,0.5,0.5,0,1
0,47,13,0,5,1,1,0,0,0.75,0.5,0,0
0,57,13,0,10,0,NA,0,0,1,0.5,1,NA
1,24,10,0,9,0,0,1,0,0.75,1,1,1
0,62,14,1,3,NA,NA,0,0,0.5,1,NA,NA
1,60,16,0,3,1,1,0,0,0.5,0.5,0,0
0,66,8,0,NA,0,0,0,0,1,1,1,1
1,30,10,0,3,1,1,0,0,0.5,0,0,0
1,90,15,0,6,0,0,0,0,0.5,0.5,1,1
0,23,13,1,1,1,1,0,0,0.25,0.5,0,0
0,28,9,1,NA,NA,NA,0,0,0.5,0.5,NA,NA
0,39,13,0,4,1,NA,0,0,0.5,1,0,NA
1,46,11,0,5,1,1,0,0,1,1,0,0
1,61,14,0,5,0,1,0,0,0.5,1,1,0
0,40,12,0,8,1,1,0,0,0.75,1,0,0
1,40,15,0,9,0,0,0,0,0.5,0,1,1
0,31,14,0,4,1,1,1,0,0.25,1,0,0
0,66,9,0,5,NA,NA,0,0,1,1,NA,NA
1,48,10,0,7,0,0,0,0,1,1,1,1
1,59,8,0,6,NA,1,0,0,0.5,1,NA,0
1,58,3,0,10,1,NA,0,0,0.5,1,0,NA
0,37,14,0,1,1,1,0,0,0.25,1,0,0
1,34,13,0,7,NA,0,0,1,0.75,0.5,NA,1
1,36,15,0,0,1,1,0,0,0.5,1,0,0
1,41,13,0,8,0,0,0,0,1,1,1,1
0,58,13,0,8,1,1,0,0,0.5,1,0,0
1,21,9,0,7,NA,NA,0,0,0.5,0,NA,NA
0,35,13,0,NA,1,1,0,0,1,1,0,0
1,75,12,0,3,1,1,0,0,0.75,1,0,0
1,88,9,0,10,0,0,0,0,0.75,1,1,1
0,50,13,0,10,1,1,0,0,1,1,0,0
0,38,14,0,4,NA,NA,0,0,0.5,0,NA,NA
1,63,13,0,6,0,NA,1,0,0.75,0.5,1,NA
0,47,12,0,7,0,0,0,0,0.5,1,1,1
1,32,14,0,6,0,NA,1,0,0,0,1,NA
1,NA,14,0,6,0,0,1,0,0.75,0,1,1
0,59,9,0,5,0,0,1,0,0.75,1,1,1
0,79,9,0,8,1,0,0,0,0.5,0.5,0,1
0,37,11,0,5,NA,NA,0,0,0.5,1,NA,NA
0,76,13,0,NA,1,1,0,0,0.5,1,0,0
0,48,13,0,10,0,0,0,1,1,0.5,1,1
0,66,11,0,NA,1,1,0,0,0.5,1,0,0
1,54,11,0,8,0,0,1,0,0.5,0.5,1,1
0,60,13,0,5,NA,0,1,0,0.5,0.5,NA,1
1,26,11,0,7,NA,0,0,0,0.75,0.5,NA,1
0,66,13,0,5,0,0,0,1,1,1,1,1
0,42,11,1,5,1,1,0,0,0.5,0.5,0,0
0,33,13,0,NA,1,1,0,0,0.5,1,0,0
1,21,7,0,5,NA,0,1,0,0.5,0.5,NA,1
1,47,10,0,9,NA,0,0,0,0.5,1,NA,1
0,52,12,0,4,1,1,0,0,0.75,NA,0,0
1,52,9,0,5,NA,NA,0,0,0.75,1,NA,NA
1,35,13,0,4,NA,NA,0,0,0.5,0,NA,NA
1,55,10,0,6,0,0,0,0,0.5,1,1,1
0,61,13,0,4,1,1,1,0,0.5,1,0,0
1,54,8,0,6,NA,1,1,0,0.75,1,NA,0
0,36,11,0,NA,1,1,0,0,0.5,1,0,0
0,57,9,0,5,0,0,1,0,0.75,1,1,1
1,82,13,0,NA,0,NA,1,0,1,1,1,NA
1,72,8,0,3,1,1,0,0,0.75,1,0,0
1,80,10,0,5,1,1,1,0,0.5,1,0,0
1,52,10,0,7,1,1,0,1,0.5,0.5,0,0
0,21,9,0,5,NA,0,0,0,0.5,1,NA,1
1,28,10,1,5,1,NA,0,0,0.5,1,0,NA
0,20,10,0,5,NA,NA,1,0,0.25,1,NA,NA
1,55,8,0,7,NA,NA,0,0,1,0.5,NA,NA
0,47,14,0,3,1,1,0,0,0.5,1,0,0
0,73,11,0,5,1,1,1,0,0.5,1,0,0
0,41,9,0,5,0,0,0,0,1,1,1,1
1,27,13,0,8,0,0,1,0,0.75,0,1,1
1,75,NA,0,5,NA,NA,0,0,0.5,1,NA,NA
1,51,11,0,8,NA,0,0,0,1,1,NA,1
1,34,10,0,9,NA,NA,0,0,1,1,NA,NA
1,80,13,0,9,0,0,1,0,0.75,1,1,1
0,48,9,0,7,0,0,0,0,1,1,1,1
0,35,13,0,8,0,0,0,0,0.5,0.5,1,1
0,76,11,0,5,0,0,0,0,0.75,1,1,1
0,33,13,0,7,NA,NA,0,0,0.5,1,NA,NA
0,48,14,0,9,0,0,0,0,0.75,0.5,1,1
1,29,13,0,NA,1,NA,0,0,0.5,1,0,NA
0,67,13,0,4,1,1,0,0,0.75,1,0,0
1,39,12,0,6,NA,0,1,0,0.5,1,NA,1
1,27,13,0,6,0,0,0,0,0.25,0,1,1
1,71,10,0,7,1,0,1,0,1,1,0,1
0,42,13,0,5,1,NA,0,0,0.5,1,0,NA
0,36,14,0,2,1,1,0,0,0.5,0.5,0,0
0,53,5,0,10,1,1,0,0,0.5,1,0,0
0,21,9,1,6,NA,NA,0,0,0.75,0.5,NA,NA
1,35,13,0,2,1,1,0,0,0,1,0,0
0,66,13,0,5,1,1,0,0,0.5,NA,0,0
0,49,13,0,8,0,0,0,1,1,0.5,1,1
0,68,9,0,9,1,1,1,0,0.75,1,0,0
1,63,10,0,7,NA,0,0,1,1,1,NA,1
0,88,14,0,9,0,NA,0,0,0.75,1,1,NA
1,23,9,1,9,1,NA,0,0,1,0.5,0,NA
1,65,8,0,10,NA,NA,1,0,0.25,1,NA,NA
0,27,11,0,NA,NA,NA,0,0,1,0.5,NA,NA
0,69,13,0,7,0,0,1,0,0.5,0.5,1,1
0,26,10,1,5,1,1,0,0,0.5,1,0,0
0,42,10,0,5,NA,NA,0,0,0.5,0,NA,NA
1,74,13,0,8,0,0,0,0,0.5,1,1,1
0,26,9,0,7,NA,NA,1,0,0.5,1,NA,NA
0,81,13,0,8,0,NA,0,0,0.5,1,1,NA
0,49,9,0,NA,NA,0,0,0,0.5,0.5,NA,1
1,59,12,0,8,NA,0,0,0,0.75,0.5,NA,1
0,42,14,0,4,1,1,0,0,0.25,0.5,0,0
1,34,9,0,5,NA,NA,0,0,0.5,1,NA,NA
0,46,13,0,5,1,1,0,0,0.25,0.5,0,0
1,36,13,0,6,NA,NA,0,0,0,0.5,NA,NA
1,63,13,0,7,0,NA,1,0,0.5,0.5,1,NA
0,45,9,0,5,NA,NA,0,0,0.5,1,NA,NA
0,NA,9,0,5,NA,NA,0,0,0.75,0.5,NA,NA
0,73,10,0,5,1,1,0,0,0.5,1,0,0
0,83,9,0,10,0,0,0,0,1,1,1,1
1,56,15,0,9,0,0,0,0,0.5,1,1,1
0,43,13,0,8,1,1,1,0,0.5,1,0,0
0,46,15,0,3,1,1,1,0,0.25,1,0,0
